66843:675,504,472,783,101,645,844,533,474,312
47492:236,99,783,373,558,432,28,792,442,472
74333:154,116,123,504,498,357,55,472,804,589
73904:123,44,724,504,587,675,116,296,571,480
54110:442,476,123,783,99,558,675,472,432,22
38861:323,99,558,496,420,581,155,675,22,483
83996:99,783,7,703,442,236,447,641,17,504
80448:854,510,824,421,99,428,826,357,64,537
39810:432,675,481,783,472,854,847,4,510,504
76161:251,703,783,101,99,675,815,600,662,845
51969:99,123,675,504,284,525,167,739,312,442
56532:675,432,815,504,44,594,783,472,116,535
58629:783,483,105,815,99,472,454,73,641,504
99091:675,745,123,28,398,724,284,99,783,325
59331:675,724,815,48,481,780,312,28,123,645
60954:101,256,783,123,81,425,535,580,745,360
31305:854,771,123,496,13,783,537,476,615,178
69989:28,398,357,815,535,475,472,73,675,123
37642:783,558,675,55,724,432,638,483,4,357
49792:675,378,504,66,93,44,432,633,677,571
45088:703,432,783,675,23,99,472,330,442,677
43279:178,496,854,537,670,13,435,123,746,675
40447:593,207,845,342,757,675,864,815,101,28
28291:123,783,677,480,675,360,496,745,296,315
54802:783,472,123,99,856,4,815,315,724,599
32424:99,123,22,783,398,116,44,654,675,494
34634:675,123,632,81,116,101,99,28,535,72
60091:854,207,154,558,481,847,315,535,28,123
26870:783,815,94,357,703,804,571,607,432,116
32489:537,672,13,123,830,133,476,273,857,251
87461:123,724,99,535,675,783,481,116,472,476
93909:1,2,4,7,13,17,22,23,28,30
57402:1,2,4,7,13,17,22,23,28,30
65673:535,632,357,116,123,783,22,28,72,522
94502:854,535,472,123,558,28,476,435,295,510
83641:23,188,416,571,856,605,539,566,432,447
92624:123,155,420,28,535,638,588,476,442,22
29331:442,783,99,724,675,467,815,699,504,472
26681:675,432,481,645,99,472,558,504,525,23
57174:116,804,444,504,571,825,357,641,587,44
32429:675,504,167,315,594,123,425,815,645,745
67137:607,312,284,475,594,93,224,803,504,472
63206:675,636,81,525,481,535,312,504,645,315
56076:645,284,123,675,48,44,4,432,312,504
32500:854,675,472,504,123,432,99,525,28,178
63544:1,2,4,7,13,17,22,23,28,30
78286:525,815,116,99,538,101,675,804,783,357
56665:99,123,497,780,783,496,28,675,418,295
21440:442,504,99,675,481,645,494,826,472,447
43765:854,703,432,783,824,510,178,677,330,303
82440:675,504,783,99,645,432,442,480,703,636
39725:645,675,525,504,481,472,123,312,830,476
27352:537,672,13,123,830,133,476,273,857,251
34108:284,675,699,432,66,123,99,315,504,296
51739:496,675,535,783,724,101,123,558,476,44
82465:783,123,675,703,481,607,442,677,116,472
95599:854,615,594,151,167,97,123,285,724,44
33945:295,123,724,675,48,284,783,22,481,398
72418:104,101,99,123,236,418,295,22,587,308
77646:147,783,703,675,588,347,116,101,525,99
88863:675,504,296,757,670,360,535,703,472,566
46097:123,432,675,783,607,357,22,636,4,256
71846:99,101,494,724,398,476,732,522,442,641
77169:847,703,496,13,178,537,783,600,476,303
27061:783,496,483,28,558,101,207,535,675,607
39115:675,535,101,525,99,588,504,481,581,123
85871:537,672,13,123,830,133,476,273,857,251
26947:4,99,147,472,123,783,481,724,398,525
65389:675,724,481,815,535,472,123,783,588,476
81097:675,481,315,99,442,472,677,847,28,535
25484:854,675,783,510,94,123,504,442,645,28
21006:535,736,476,295,856,360,81,303,677,472
91577:99,699,476,783,420,558,442,17,447,472
96750:703,99,123,330,472,303,476,432,724,783
88125:123,675,178,481,854,432,44,28,116,525
31443:675,783,504,724,99,472,432,442,4,481
71280:675,783,588,28,472,535,481,432,607,72
67758:432,123,783,496,101,295,447,587,724,99
78537:677,497,675,599,435,73,582,66,703,398
92856:99,472,847,783,675,844,432,632,529,388
44813:847,783,594,199,699,99,420,638,476,558
83849:504,123,675,496,525,295,645,432,780,324
47838:815,99,472,675,525,123,116,783,677,101
76260:675,481,442,783,99,28,703,724,645,535
63058:675,398,28,815,525,432,724,636,504,481
96712:178,190,618,783,675,360,537,533,472,323
91430:99,815,315,418,641,504,496,472,324,447
46052:783,504,847,123,638,442,675,496,4,699
77243:303,780,703,116,525,330,775,783,800,677
45173:537,672,13,123,830,133,476,273,857,251
34944:94,783,360,116,444,190,571,677,641,169
53207:504,815,472,675,645,525,783,481,442,101
66715:675,645,476,504,525,558,594,481,472,207
45193:357,101,783,303,116,745,447,99,558,44
88332:472,533,357,178,783,99,123,525,510,101
68705:854,99,123,432,72,496,607,537,571,472
59595:854,703,123,537,432,22,330,303,151,28
28860:99,435,783,525,123,626,483,675,615,44
24232:803,284,123,537,504,28,398,295,494,783
87355:494,398,99,522,447,101,854,480,699,329
43862:675,525,783,745,28,44,224,724,815,101
42021:504,123,44,783,675,190,703,815,17,284
74733:847,558,442,675,123,844,783,854,432,699
51543:675,432,529,645,783,116,724,504,472,123
44274:123,116,442,472,783,99,22,435,815,101
23386:123,421,783,44,99,632,357,472,571,116
80506:1,2,4,7,13,17,22,23,28,30
55325:783,256,675,99,535,525,116,123,594,558
64608:116,99,360,251,588,17,525,784,844,851
54398:236,472,504,675,783,442,308,523,295,664
93372:675,504,645,636,480,472,599,315,525,535
30928:1,2,4,7,13,17,22,23,28,30
21367:31,123,442,732,22,303,432,472,826,815
34614:99,783,703,525,815,483,481,677,632,7
52611:496,315,675,783,864,432,99,17,745,167
28326:398,99,494,101,783,533,675,447,315,496
90532:675,123,724,783,442,481,496,504,284,472
94289:815,44,315,123,757,724,847,599,745,529
27686:1,2,4,7,13,17,22,23,28,30
63332:123,432,101,22,236,724,783,675,104,72
86889:783,535,636,803,844,504,675,757,28,525
59198:416,94,654,147,123,771,641,783,418,66
53842:99,783,4,724,123,535,398,558,472,28
54732:442,783,675,155,99,420,28,435,699,476
78160:99,783,677,481,645,724,675,496,535,504
83556:472,504,123,529,675,224,22,746,64,315
37956:315,675,745,99,432,330,496,207,783,48
24208:783,99,699,357,48,442,17,605,420,558
67255:99,292,447,504,432,472,101,847,4,783
28117:854,178,566,783,28,724,44,675,588,472
22083:537,672,13,123,830,133,476,273,857,251
22849:703,99,675,504,44,101,641,330,645,476
46769:783,432,123,4,724,99,847,36,745,675
41945:537,672,13,123,830,133,476,273,857,251
60437:783,854,365,558,123,99,703,847,22,537
99923:99,783,418,815,442,467,105,432,420,416
25523:123,432,101,22,236,724,783,675,104,72
31946:207,703,442,99,588,94,296,535,636,638
81548:525,190,99,36,529,739,104,94,571,284
25480:675,496,72,360,420,432,17,4,504,703
53231:675,645,504,123,481,44,783,315,432,746
26366:675,783,504,476,638,330,123,703,442,481
33513:675,525,504,99,645,123,783,481,476,535
26492:783,284,472,675,123,447,4,432,101,420
96202:99,783,581,496,724,535,675,373,442,312
78188:99,675,783,44,284,101,815,398,296,724
87885:1,2,4,7,13,17,22,23,28,30
90985:504,432,99,123,724,104,675,815,295,116
96560:432,236,815,847,783,442,472,4,675,44
80400:99,402,64,296,675,577,101,783,435,588
49953:476,675,442,315,123,525,535,432,99,607
77268:1,2,4,7,13,17,22,23,28,30
45964:675,815,783,23,504,432,284,7,418,724
45870:675,724,783,496,481,284,472,432,99,101
92596:504,675,99,28,854,645,432,783,418,147
97143:1,2,4,7,13,17,22,23,28,30
42295:101,856,494,398,99,599,472,315,447,571
69919:856,123,357,173,732,116,618,670,632,48
64655:1,2,4,7,13,17,22,23,28,30
70649:854,178,123,388,472,847,724,675,703,303
85523:1,2,4,7,13,17,22,23,28,30
96277:1,2,4,7,13,17,22,23,28,30
89503:537,672,13,123,830,133,476,273,857,251
50643:699,815,783,420,558,442,472,99,17,116
26604:496,558,699,472,420,17,442,99,481,535
92467:645,675,472,28,315,4,677,636,746,847
90531:675,504,645,525,472,481,432,324,224,312
50744:472,504,675,815,481,724,295,783,104,44
89613:472,476,815,101,155,116,724,330,224,533
81427:1,2,4,7,13,17,22,23,28,30
59857:99,675,739,483,783,251,535,510,432,496
54304:533,558,360,178,783,784,594,803,847,703
45253:783,388,535,472,675,604,273,539,475,558
71773:184,123,72,677,703,675,101,55,724,48
22635:504,360,815,675,454,533,699,270,101,475
29956:675,99,480,783,155,615,472,442,703,847
82950:675,783,703,147,677,303,22,155,442,330
28090:476,99,783,724,472,699,447,116,123,432
26868:504,442,123,783,675,699,22,558,432,169
32473:432,675,854,483,178,123,636,645,315,771
75849:123,783,357,22,732,784,105,472,618,336
99387:99,581,724,804,472,476,44,48,675,783
31615:675,251,123,472,504,4,645,615,167,481
60754:675,480,745,284,525,582,123,66,28,325
93966:99,251,804,101,641,675,447,299,496,39
71422:675,504,535,123,525,432,783,645,418,2
88108:675,480,284,745,123,315,582,525,28,352
46110:607,675,783,670,4,99,472,357,724,476
57958:1,2,4,7,13,17,22,23,28,30
25275:483,645,99,529,677,504,675,525,815,169
74432:675,442,472,783,618,147,99,854,116,504
96838:178,703,854,496,675,677,13,537,123,607
53911:783,854,432,675,123,481,472,645,4,99
74155:537,672,13,123,830,133,476,273,857,251
44362:4,571,804,472,324,736,638,357,703,36
83041:615,420,99,96,472,273,97,284,724,826
64442:537,672,13,123,830,133,476,273,857,251
70721:480,675,94,504,481,600,523,472,425,296
65025:783,123,432,675,535,472,28,360,645,525
86420:497,815,236,504,675,525,472,99,295,582
60503:581,357,99,851,476,847,703,123,251,724
23749:284,101,703,533,662,357,325,626,571,31
30580:854,675,123,645,504,44,525,662,315,783
74122:675,525,72,645,504,472,588,360,481,312
44193:1,2,4,7,13,17,22,23,28,30
96112:1,2,4,7,13,17,22,23,28,30
44786:537,672,13,123,830,133,476,273,857,251
72300:538,504,472,481,847,864,783,496,44,93
52356:99,123,315,284,815,594,724,675,116,48
49691:675,432,504,724,826,99,525,123,645,481
38141:99,703,677,675,435,432,504,745,494,398
74545:736,504,803,435,472,17,432,641,675,251
51833:398,582,442,736,99,496,48,675,626,724
87218:783,28,472,388,357,432,675,123,558,295
97890:675,783,373,654,99,442,588,558,432,677
71885:504,675,472,815,525,296,123,645,28,22
27502:783,123,784,173,675,105,116,357,826,44
99075:675,123,783,48,535,116,645,525,504,481
80735:558,178,533,101,357,93,99,116,147,662
94967:472,421,558,699,783,442,675,420,638,17
56064:504,783,847,44,284,496,167,99,481,654
87472:123,510,167,675,4,360,178,529,745,472
72410:537,672,13,123,830,133,476,273,857,251
36271:494,99,398,522,447,101,251,638,164,44
30585:783,420,99,703,699,101,284,675,442,558
52321:854,504,510,178,645,675,703,296,844,566
85766:815,675,504,745,432,472,783,99,28,645
68734:783,705,432,504,104,523,535,675,587,28
78270:123,22,4,815,745,587,504,312,497,299
99295:1,2,4,7,13,17,22,23,28,30
84664:854,510,533,844,504,675,178,804,99,724
48153:675,44,123,154,724,504,28,324,587,783
28247:854,510,675,432,99,504,558,472,525,783
95186:675,22,101,315,28,529,94,535,442,724
63627:1,2,4,7,13,17,22,23,28,30
20908:99,703,44,101,638,263,675,783,236,360
64086:178,703,677,496,303,13,123,537,330,533
38766:854,510,783,99,421,481,178,442,472,618
64722:44,675,804,99,123,421,780,101,116,825
62064:783,472,99,699,558,123,420,442,504,17
83979:675,645,123,504,783,44,99,815,472,284
54346:99,123,357,481,398,303,4,418,571,432
64827:178,476,783,123,844,856,432,496,13,360
81320:99,123,724,783,44,432,296,815,675,116
52638:675,525,504,645,481,312,472,154,295,123
82907:178,190,618,783,675,360,537,533,472,323
57416:783,675,99,123,757,677,472,420,28,481
54865:99,398,251,494,783,615,800,522,420,699
83204:504,432,675,582,525,558,155,296,476,31
41285:1,2,4,7,13,17,22,23,28,30
97714:123,783,675,525,99,481,169,472,22,504
29645:99,703,442,826,783,535,599,472,677,675
47986:675,535,99,4,558,699,724,442,296,292
60466:99,101,123,447,472,675,303,703,284,504
69773:675,645,525,504,224,324,481,432,830,72
94959:123,357,783,22,116,476,599,854,276,105
76270:645,783,535,504,757,295,496,99,315,97
89039:1,2,4,7,13,17,22,23,28,30
44875:1,2,4,7,13,17,22,23,28,30
46164:854,558,101,800,123,510,99,675,472,48
83593:99,539,504,251,641,447,783,632,826,703
59691:1,2,4,7,13,17,22,23,28,30
77050:99,472,703,783,675,357,116,442,571,418
66770:675,815,703,442,99,432,783,444,641,558
31926:854,123,804,494,847,22,800,857,398,510
80191:600,703,854,783,847,496,99,178,360,388
38554:99,251,783,504,815,131,481,28,480,800
65796:675,481,645,724,101,783,99,525,847,626
67386:826,504,815,675,44,641,783,535,472,442
63166:535,783,724,481,588,703,496,675,636,645
37189:641,48,352,23,826,654,732,64,116,481
57059:675,645,123,504,798,284,44,472,442,481
48487:675,123,645,525,804,587,44,48,504,36
22101:675,99,480,783,615,442,703,847,360,472
34549:847,675,99,481,315,472,442,558,28,677
52896:178,854,123,533,703,99,22,428,783,388
64857:432,123,116,99,783,101,675,357,845,295
65874:99,783,529,425,123,28,654,89,467,442
48191:472,28,307,529,236,123,535,295,525,296
46865:504,783,4,724,123,442,22,815,48,454
78379:703,123,432,303,847,481,22,357,330,675
55075:675,480,44,28,4,815,284,398,99,571
69297:7,703,101,418,36,587,803,446,533,44
48217:703,99,256,815,783,504,675,303,101,525
38022:99,535,724,476,101,783,398,494,675,155
44325:432,675,854,632,703,535,101,123,847,44
55803:99,476,472,783,101,420,447,207,251,155
48726:537,672,13,123,830,133,476,273,857,251
97857:854,388,123,315,432,99,101,558,675,472
94188:123,99,4,432,442,504,724,675,783,535
62635:116,347,504,123,724,93,476,99,442,587
37100:533,178,699,99,558,420,783,442,844,73
74304:847,854,432,421,783,284,4,675,780,79
52951:854,783,558,178,699,420,675,442,432,123
32843:783,123,645,476,105,99,607,529,724,675
30246:677,99,504,538,48,803,815,284,435,442
90282:854,703,607,783,558,675,178,483,360,724
81058:854,496,123,783,481,72,435,365,4,178
90506:99,539,504,251,641,447,783,632,826,703
59484:481,675,535,251,504,783,432,645,312,703
84172:357,472,101,28,703,425,295,155,330,533
98041:675,703,360,284,804,525,432,504,847,4
91974:677,99,251,373,454,851,481,190,284,398
39340:207,123,703,324,398,783,284,342,28,724
66896:1,2,4,7,13,17,22,23,28,30
79305:558,537,99,496,783,13,699,844,815,420
42174:675,504,641,357,654,483,123,645,826,783
68920:677,94,178,444,99,360,190,783,116,303
34250:48,675,496,44,783,599,432,724,444,803
66629:481,783,675,472,28,535,847,284,44,123
91086:537,672,13,123,830,133,476,273,857,251
65624:73,636,55,123,190,847,703,22,675,336
62517:675,481,496,432,284,645,99,504,724,525
96449:675,432,645,236,784,315,256,472,97,783
54240:537,672,13,123,830,133,476,273,857,251
60229:494,804,856,638,190,632,481,315,703,360
49462:504,675,525,472,4,783,703,154,645,99
98037:783,703,357,116,675,418,504,101,303,525
33856:783,155,724,535,28,476,116,435,675,815
40766:1,2,4,7,13,17,22,23,28,30
20097:675,123,378,783,847,315,347,324,638,535
82158:783,155,357,535,99,472,116,442,28,72
64079:783,420,99,442,699,558,315,17,472,675
85288:504,123,675,803,481,22,296,645,307,525
38936:675,476,123,442,525,535,432,481,607,724
95046:847,675,178,496,504,432,81,537,99,13
88841:178,854,675,844,533,93,123,724,496,558
41208:481,99,398,472,699,783,442,745,420,826
33369:99,783,123,481,116,699,847,442,472,17
49861:1,2,4,7,13,17,22,23,28,30
80403:236,295,123,432,7,792,99,504,342,815
66219:99,783,675,101,476,645,447,442,525,724
69600:123,472,116,155,447,28,854,72,804,496
26043:504,251,783,641,116,662,496,299,472,780
66575:472,783,99,101,447,815,529,504,360,357
86268:99,101,263,447,22,504,435,641,236,418
26381:425,472,476,99,504,783,481,444,675,525
31862:504,496,675,330,99,296,724,798,123,645
57699:1,2,4,7,13,17,22,23,28,30
26757:99,724,783,675,476,472,44,442,645,558
58645:99,588,703,476,618,581,632,724,638,303
37832:854,99,496,178,724,675,847,504,23,44
55236:845,703,783,155,677,123,476,724,496,99
21801:815,481,472,99,504,535,167,847,476,571
56982:99,123,116,4,418,308,525,675,724,44
36002:211,638,447,99,251,675,504,325,607,703
58241:675,783,123,44,101,99,724,558,4,535
96662:736,123,435,342,22,388,66,686,699,31
44423:675,504,525,481,724,645,312,636,472,535
